genome,D300420,D300421,D300428,D300451,D300454,D300459,D300462,D300466,D300468,D300476,D300480,D300483,D300487,D300498,D300509,D300510,D300516,D300517,D300525,D300529,classification
D300462:bin_000001,257.0527147377554,69.78503895816677,207.2325134822477,178.39241208894032,113.07677012980386,345.8799931100186,190.2767794865688,178.31442132661917,236.21870800088467,107.67695981694766,68.91571043364353,95.99790961365068,249.6786801857744,152.30091356050426,84.34373989894695,56.67371259420562,201.4381241387524,76.64450460182712,77.86481813851415,40.01845834538371,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes excrementavium
GPB:bin_000197,0.0,30.804381666408467,45.40288110034123,18.277948530887468,6.161591898167166,5.30837112134318,0.0,7.862865483197837,21.80004563231964,4.364186868926582,69.16950141992648,10.261417295516493,2.9463564857524287,14.815084300530506,89.06726478575096,3.6832076195854686,38.26302526859583,36.95224050111708,4.379112540527595,7.220158113337286,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor;Flavonifractor avistercoris
GPB:bin_000126,0.0,6.291237217791953,0.0,8.970747600180779,6.222308797574232,28.72203998984796,0.0,0.0,19.569202472972805,0.0,4.678347151555982,4.188854838291391,22.45073388151655,6.572414470335136,0.0,3.908376922922262,4.708593484333828,0.0,6.34888882607805,2.2871385191710174,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;Intestinimonas stercoravium
D300430:bin_000010,74.14526511226195,9.753904060702954,17.597362439047473,0.0,0.0,4.896644770294685,27.2586506441292,6.932594183610975,0.0,4.904541858901352,4.819473220872572,7.567160240258092,6.3362140490872365,0.0,10.291955698998969,4.596655366388259,10.220981864685886,3.286938215444573,0.0,2.60778859527121,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;Intestinimonas timonensis
GPB:bin_000028,0.0,1.732533713457841,3.362970842251495,0.0,0.0,0.0,0.0,3.506726287042929,0.0,0.0,3.626911019264957,1.1535834821972049,0.0,0.7075530751145942,1.8670076505525304,7.2740686762497875,3.1068012298213548,5.8101806483586405,0.0,9.927975500273265,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;unclassified_Intestinimonas
GPB:bin_000213,0.0,0.0,1.634735355923299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.550537387269066,0.0,0.0,0.0,5.743394842833378,3.871295201821207,0.0,1.9855830268803083,0.0,2.544996607127222,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;unclassified_Oscillospiraceae;unclassified_Oscillospiraceae
GPB:bin_000034,25.380738293604967,20.899291289777945,37.5773511362461,21.793597577335586,19.30366284897932,24.393692300154683,34.327767395596865,14.963833458930504,21.75533515779749,10.472004274192232,26.65199162892919,13.590080389965603,26.83004408732853,18.41382828728233,32.01401866615028,12.421754518581771,51.25457185363536,10.377748069964234,11.3377304008144,11.706045073441294,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter sp900545895
GPB:bin_000015,26.44428834425057,23.79304134965228,16.646700400085308,4.351890946377948,13.40320420339214,34.551838363572294,13.675151392015785,16.052200122885612,23.258237852635965,22.023653027364126,17.64903488040875,23.682911829139936,32.11396731496668,24.975894737419303,32.748294305559206,17.056958837937312,28.74471394174506,13.124460499548196,28.396619808710565,10.353993104206596,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter pullicola
GPB:bin_000137,0.0,2.2456349813468224,2.191295017023187,0.0,0.0,0.0,0.0,1.6495211955042277,0.0,0.0,2.637207888820474,0.0,0.0,0.0,3.408972951746028,1.599245785474075,3.093063285735665,1.5517217660425873,0.0,1.2260571697278666,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter sp019424865
GPB:bin_000059,12.78596898824531,28.516953313433262,9.830969789640482,28.356942902757787,19.169193474106283,7.956466184556086,44.61044583538657,23.475506110153187,24.375172926751887,10.469623541259317,37.34179160919852,17.47104157793367,11.09735324693388,29.236731537392323,53.371664994730494,26.574577357318084,42.13968631273753,19.08842716720685,11.021243090764797,19.33654627631807,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter avistercoris
GPB:bin_000022,32.204617648095855,19.97198511428727,92.82495183939842,21.231332758504635,13.667313616067853,21.24619763636422,14.895689425823058,8.964763428073223,29.739291678553226,107.5325264362437,21.628397285697343,22.21690220753453,25.55404725348343,16.768263365568615,31.89706292451046,19.09042974321825,73.15278850684506,4.577260503178119,14.595306705301994,12.758552713821851,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter pullicola
GPB:bin_000085,0.0,8.058751267114111,2.0726822006957595,0.0,0.0,0.0,0.0,14.653554705791771,0.0,0.0,2.082129463398628,46.05139058983355,0.0,0.0,248.6023089739864,46.863902418593725,91.27727936469049,2.5666323311152213,0.0,44.390797988236905,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Pelethomonas;Pelethomonas intestinigallinarum
GPB:bin_000097,0.0,2.116570380121546,4.3454788522007215,2.334442845352668,1.362227254435206,0.0,0.0,2.1073111840175702,0.0,0.0,1.75259700841001,0.8263193075553675,0.0,1.249633383579677,3.2729467775269248,1.7976652502199697,3.3666641657174425,2.831728178649624,0.9856695609469958,0.9989700636377896,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter faecalis
GPB:bin_000123,0.0,34.65278010045632,22.84026439360907,0.0,0.0,0.0,0.0,29.691763766562573,0.0,0.0,94.3793497802499,26.312892978030515,0.0,0.0,46.90872369419524,29.10137041954581,31.94793442876479,17.56050837560438,0.0,25.299047631906067,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia gallistercoris
GPB:bin_000004,20.792441109751795,33.58445710117225,13.937968202020214,46.74535505316624,13.2781167071193,26.321048990375083,15.977509186259404,28.168959950803288,43.33074610756863,6.960207866058472,23.298989830459945,27.16137348699421,16.200182807106756,26.54717708668213,50.4436511253654,14.402455105045618,32.5025060507783,9.783307912335994,33.54305007775682,21.312246302232992,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter stercoravium
GPB:bin_000184,0.0,20.92766270433737,19.44434595193338,45.235095112020176,26.42084889474309,0.0,0.0,13.782810826492176,20.84612555695073,3.4355490241182927,37.412627781823296,19.485180458629973,0.0,13.560177052091468,44.7794101487009,9.734963978602543,35.642062911806555,13.392575357759805,24.33850882989432,17.13664688188176,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter ornithocaccae
GPB:bin_000166,0.0,0.0,9.433260767110376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29114285635998,0.0,0.0,0.0,11.463294004175868,0.0,0.0,5.663265096423111,0.0,4.192155038717209,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA1417;UBA1417 sp900552925
GPB:bin_000210,3.6000295189317764,6.258465356923043,8.08596585643558,6.704148514364374,5.477117305624361,6.805092718563091,3.5895623466948336,4.090819411408566,5.563377347332403,3.749280852554944,10.00608953473545,5.3925139386588565,6.164373761886641,4.220303603217363,11.837844676200412,3.624729033275065,10.462051605920252,3.771570658181816,5.122965427708237,3.063605767637813,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Gallacutalibacter;Gallacutalibacter pullicola
GPB:bin_000021,2.4607021860247724,22.32943271839452,12.16639980010905,47.83558718123938,27.933520563687463,71.88973854401667,0.0,16.21306153018909,32.87691356819474,32.65952274151947,19.46540156955832,11.084483747402878,33.69703776551548,23.59625104018317,22.07362064100081,7.831531604774657,20.101282685921657,6.516686719587963,28.669645359927703,8.159242272667203,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Anaeromassilibacillus;Anaeromassilibacillus stercoravium
GPB:bin_000086,0.0,0.0,2.4471173723063018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.498529906753207,0.0,0.0,0.0,2.6829624415382414,0.0,2.55279809541082,1.128736519022069,0.0,2.586964507199845,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;unclassified_Acutalibacteraceae;unclassified_Acutalibacteraceae
GPB:bin_000082,0.0,4.253425724499055,5.577887747739869,0.0,0.0,0.0,0.0,4.146790313412114,0.0,0.0,2.0752655038971546,3.021917394536332,0.0,0.0,1.417569443685298,2.2694741574384816,7.628351935459186,0.0,0.0,1.1785236999464346,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAJFUH01;CAJFUH01 sp904420155
GPB:bin_000204,0.0,2.4541559717036185,3.8284804691392,0.0,0.0,0.0,0.0,1.808306724423421,0.0,0.0,2.037182887426519,1.632806532269926,0.0,0.0,4.278688991265319,1.4607224022508054,6.83924106486248,1.7480986293050689,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Timburyella;Timburyella stercoris
GPB:bin_000133,0.0,31.836314708885144,46.11768726890399,24.004353860775822,8.44615332834345,0.0,0.0,23.62684696495916,15.337682652994172,17.344221057203626,31.350021396665326,22.42003897879406,0.0,11.482616611826025,44.77156054615189,19.87497776189278,35.58019021395062,19.88020672223923,31.368533118351607,13.41168225871854,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Onthovicinus;unclassified_Onthovicinus
GPB:bin_000016,0.0,3.071008711634058,0.0,27.935097218062506,5.840159217913606,0.0,0.0,6.8511838763446935,24.38491737615516,15.68818726518114,3.233573975009107,102.95683510068476,0.0,21.139281007455665,3.6902826265727287,3.550776568096972,25.11761189042289,1.734597786657316,42.07260623289029,4.213995104572002,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Fournierella;Fournierella sp002161595
GPB:bin_000215,0.0,6.161952139115559,6.730871093324635,3.179848603626398,0.0,0.0,0.0,2.423051509553798,0.0,0.0,1.836505121687188,4.6779587357915,0.0,0.0,6.796946253449729,2.454869581627459,20.530860450345823,1.5319237627660314,0.0,1.6832905725380596,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruthenibacterium;Ruthenibacterium lactatiformans
D300481:bin_000002,0.0,28.67594577722408,27.06326284245937,54.64322679606676,45.16762792639703,174.09355319960875,0.0,35.87651433145736,61.46735185088533,66.03327343676393,41.05603119592279,14.470681295799356,200.67793720824147,52.91885630313674,52.6221751062989,16.26042739173373,59.0307634745252,10.860992285746628,49.39284399801806,7.984160735189155,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Merdivicinus;Merdivicinus intestinigallinarum
GPB:bin_000130,42.06161150696027,16.49365280206386,5.139289306255237,14.760549482636524,7.121481128455383,6.234820033137217,16.821389055768304,8.204481914932892,17.483853717420757,23.26871464067599,7.05379707537766,17.887832420997047,5.083911444646192,12.317658601636277,17.94259497303266,12.691766822284052,23.34160085651093,4.513631344540918,9.009642460388047,8.279661557359718,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;Negativibacillus faecipullorum
GPB:bin_000198,0.0,0.0,1.767414659662882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.324884956982325,0.0,0.0,0.0,2.9776982983144094,0.0,0.0,1.9144648762144445,0.0,1.2948512305396231,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Avimicrobium;Avimicrobium caecorum
GPB:bin_000033,0.0,3.787947172935616,6.296169060404999,13.55227223071881,4.810364752825914,5.607815967710406,3.950602555109644,4.35267010107747,4.930890148683923,5.679656865563515,2.491878730034612,4.423519197819762,3.2041644147511006,2.866434575624116,3.670483423984913,5.058746248404494,12.442878005588582,5.053959730000114,4.365261663006105,1.4551015949311774,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;Anaerotruncus colihominis
GPB:bin_000020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0729338084994025,29.73588619830657,0.0,0.0,2.627123030058483,0.0,15.466705933056913,1.3201568029708108,0.0,0.0,Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-269;CAG-269 sp904419095
D300435:bin_000001,31.738839571566512,16.025951762342448,35.04448379704013,17.42534115112628,10.712113938858742,27.775307328670213,22.71048291867762,6.400693576404575,23.2809864372344,14.138965119266388,28.44704251887341,25.90010551349245,20.27314481275087,10.97921706317375,12.31072584326336,25.525289062186967,26.633593201882743,16.463286725648423,6.514063620786238,5.731786744896974,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum merdipullorum
TG5:bin_000031,0.0,0.0,0.0,1.350643671452698,0.0,0.0,0.0,0.0,0.0,0.0,1.2138123387514763,4.114921786457976,0.0,0.0,0.0,0.0,0.0,0.649685335467194,1.7233184067798573,0.0,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum lactatifermentans
GPB:bin_000199,0.0,7.508771265825181,0.0,5.695361731922866,0.0,0.0,0.0,4.662566470488049,4.57048237231043,0.0,5.537195087334179,5.045663569441554,0.0,3.1564067142289427,4.8673996555835215,4.20282724296501,4.1046117745018265,3.120640387563159,3.8321632004238975,2.851427814469277,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Metalachnospira;Metalachnospira gallinarum
GPB:bin_000092,0.0,5.970993777364361,0.0,0.0,0.0,0.0,0.0,6.667845272079932,0.0,0.0,14.677521530640066,5.164121012621687,0.0,0.0,3.153629837377512,3.348864028194313,2.8272121028659405,1.6554310738857794,0.0,4.95832447917502,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Choladocola;Choladocola avistercoris
GPB:bin_000054,0.0,150.12126690364423,0.0,119.56882962006286,37.6341995409726,64.97237038873384,0.0,48.910672087295175,80.00054479515703,35.682121022495544,54.65223825841484,85.08505801818517,129.3779913752429,59.52087015282254,19.07766429822387,60.51300960838725,10.130940766271882,7.942213727638408,45.44142652362712,35.270338352779355,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Merdisoma;Merdisoma faecalis
GPB:bin_000208,108.83930527116868,173.54895404183236,19.3362652905456,184.7889581384987,191.635437061225,103.06304306059852,251.7596228674721,99.99237481806092,231.187143644224,92.22964057733094,234.73696486361013,137.7067115804834,77.72374115348072,147.22622793462978,39.02194332994686,69.69883521608047,30.09767708550595,14.568508148104955,230.7294832145076,59.8154406943999,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella;Eisenbergiella intestinigallinarum
GPB:bin_000152,0.0,5.59577196684246,13.692305045149103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.90841379930469,4.333672931046493,0.0,0.0,5.577746738182929,2.037849927413417,0.0,8.850970073680031,0.0,6.679325492890789,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus_G;Ruminococcus_G avistercoris
GPB:bin_000084,8.073213302261712,5.22872560506293,18.20317179795661,1.1999925895194472,0.8583104890299624,4.446667276721379,0.0,4.982285021678463,2.523984413289237,63.13514695488196,15.569756481503832,5.327124997403525,15.269505704105123,2.580994587542196,38.09319633675245,13.92900871910405,64.69290575609077,1.3184339633551736,3.8813233995467256,1.2860552159397192,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;unclassified_Mediterraneibacter
GPB:bin_000049,0.0,0.0,4.915812304393043,0.0,0.0,0.0,0.0,2.409209660633306,0.0,0.0,10.06536776828952,6.521895781626542,0.0,0.0,3.219429205809951,3.440956020031053,0.0,16.161549250261686,0.0,1.9547278382173068,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter pullicola
GPB:bin_000175,0.0,49.95803058198049,3.75778870019604,0.0,0.0,0.0,0.0,14.69834155798909,0.0,0.0,50.13500824198906,20.161413259599254,0.0,0.0,5.042611206641978,14.305837868046616,0.0,47.50431804690448,0.0,18.321026226849423,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter intestinavium
GPB:bin_000147,0.0,0.0,4.484022445079655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.407971012173222,0.0,0.0,0.0,14.187646243522073,11.423207546565855,0.0,12.124344204835358,0.0,15.862480674248657,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter faecavium
GPB:bin_000183,0.0,0.0,1.7351042663078884,17.235250595355545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80808100360059,0.0,3.734424190141669,4.390781472229116,1.6300160311922105,0.0,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;unclassified_Mediterraneibacter
D300452:bin_000016,52.08657695458204,81.0926674261593,4.971792287658158,95.5121728103808,99.8989584194052,44.343395634717446,129.85710391277502,50.29785470441922,98.016969520316,46.65346121089844,67.06965102593314,59.10376183074592,34.45836703012574,60.6720533822254,10.152792046277437,27.10282623645812,10.402793510176702,3.7265345080094807,108.15775759259488,20.43769286872857,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella;Eisenbergiella sp904392525
GPB:bin_000005,0.0,7.14713728172795,95.38408304804877,0.0,0.0,0.0,0.0,10.246619228276248,0.0,0.0,0.0,4.123881364740555,0.0,0.0,61.688522854295975,2.948325796385898,32.066768773954934,28.764958887565168,0.0,8.311062897882817,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;unclassified_Blautia
GPB:bin_000053,59.0608562880509,60.61433945760167,33.04714925436678,141.39923791756814,57.6950876839893,5.726165088187142,3.3381261828920428,35.59213301802447,327.0026434855305,0.0,3.865033227413293,60.52014351455852,4.248686965642428,303.8813856818296,52.75993629315983,20.54864903568899,82.47674855150152,5.26500652162975,390.9854917928096,4.302001772644763,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter excrementipullorum
GPB:bin_000194,0.0,7.722251342065974,3.592878086668936,0.0,0.0,0.0,0.0,5.448667787849655,0.0,0.0,9.575184262366756,4.764158247443595,0.0,0.0,6.716830082813523,5.034682975987307,8.626443191877136,4.27701500348196,0.0,2.862370233833725,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium_B;Lachnoclostridium_B sp002160985
GPB:bin_000143,136.38800111744268,35.14632680062864,5.230619586351543,19.90677761295936,11.723922488906856,97.53168589920276,67.73805660646572,87.18196319935687,27.136027110203333,27.67817112156165,34.91944203245347,4.958258462671388,74.90306764525046,34.820537171846986,2.738428328041909,13.377721100304148,5.579613339151104,2.057711897347689,20.053737065072813,21.722849777060244,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia ornithocaccae
GPB:bin_000001,0.0,5.80045758189791,8.719854660658074,3.8065581921034606,3.096229502036428,12.6805540701086,0.0,5.057826442625936,0.0,3.789070065240831,8.303066347929898,4.190465935730411,9.697708332731125,0.0,15.077403027613896,4.038059078072202,12.98486193051577,4.306812564857826,0.0,3.7317639305215513,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster excrementipullorum
GPB:bin_000104,5.441067629642201,104.68725242827152,190.785102986318,78.99274881112756,96.84055341986122,47.14610754744751,90.29652623195211,244.29267282751297,3.277400754765877,7.88236694240949,116.08468898477018,58.23144087890296,39.03582497149734,18.798163154214343,124.9125906750711,77.8332416694424,138.7767130995329,57.51114578924722,35.41378676561202,38.03758055213821,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Caccovicinus;Caccovicinus merdipullorum
GPB:bin_000135,0.0,10.904016575681348,15.430528366448954,11.026818290943632,6.547171136223671,0.0,0.0,10.200691191109028,24.7194408411959,0.0,4.500179345304237,8.54487855286369,0.0,15.439495631660805,10.162615898344423,9.100137308283191,8.313580045415165,3.545912872343151,5.46711385959635,11.491408031443312,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;UMGS1370;UMGS1370 sp904395885
GPB:bin_000067,0.0,4.648722069807159,0.0,29.985194102968205,19.02432000860425,8.435154594555211,0.0,41.92406404959932,0.0,26.85787119476737,102.03466158507231,32.85525696080991,4.01264095743066,3.682392258259253,9.88534320277487,15.117540781269108,76.75964226454764,25.229829675805497,3.402363912816078,39.597491237459,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium_A;Lachnoclostridium_A stercoripullorum
TG4:bin_000055,0.0,2.849847340654612,5.567142443216326,0.0,0.0,0.0,0.0,1.1418774676318535,0.0,0.0,4.460375078323198,1.4341007603236249,0.0,0.0,7.405292946804843,1.249424713319051,0.0,2.669192715109099,0.0,1.4860698991791832,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;unclassified_Blautia_A
GPB:bin_000023,0.0,1.4036486697366235,1.6794871102180997,0.0,0.0,0.9215749901395466,0.0,0.0,0.0,1.9385445048908168,2.8682716508067774,0.8366686191582972,0.7346951618147303,0.0,3.531599694508689,1.4261028531909572,2.175052369258014,2.159177118535524,1.860360086918189,0.0,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas;Sellimonas intestinalis
D300492:bin_000003,42.75603710071984,84.8630559023146,65.77184740243388,38.89916012767435,5.798683987896091,140.74997368518677,12.60536858382271,50.84519560878906,48.65185215568839,5.655995871665748,3.0808689648973964,15.78187568369504,22.12027724503057,0.0,27.30129450784965,52.66811094023657,48.31752584657544,19.20869773191946,50.990010022249216,2.2697996726407075,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium_A;Lachnoclostridium_A stercorigallinarum
TG4_21:bin_000043,0.0,4.794599328287291,8.290551442183368,0.0,0.0,0.0,0.0,3.03397114840028,0.0,0.0,53.12876291587409,6.044343509500594,0.0,0.0,7.920546254416345,1.4945766417220214,5.112964816786155,14.618278708420524,0.0,1.5672767713368734,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter intestinigallinarum
