genome,D300418,D300421,D300426,D300427,D300440,D300447,D300461,D300466,D300467,D300469,D300483,D300485,D300488,D300489,D300490,D300491,D300493,D300496,D300505,D300508,D300510,D300511,D300516,D300520,D300524,classification
GPB:bin_000056,3.2969882449355903,0.0,0.0,8.306015827080184,0.0,0.0,0.0,0.0,10.495471269666467,0.0,0.0,0.0,0.0,0.0,5.865474086784302,0.0,0.0,5.190592960620107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia sp905200945
D300430:bin_000010,5.870235839720423,9.753904060702954,0.0,1.218850650393555,0.0,0.0,0.0,6.932594183610975,2.5550580352709966,16.83874211707284,7.567160240258092,0.0,21.31814071212413,10.402115086904628,8.18138379650702,3.951743124034939,7.759339390211475,2.7994679294899947,10.233177368610106,3.153687340600432,4.596655366388259,6.303076265883311,10.220981864685886,23.43910878189574,7.633385825092483,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;Intestinimonas timonensis
GPB:bin_000028,0.0,1.732533713457841,0.0,0.705092396329876,0.0,0.0,0.0,3.506726287042929,1.142532012567593,12.3243312781629,1.1535834821972049,0.0,10.963489570607235,1.6797802138977411,0.0,4.310245834761535,1.0886992679264766,0.0,0.0,2.300000777056458,7.2740686762497875,0.8443150117810393,3.1068012298213548,2.6748010087919623,5.225186644644311,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;unclassified_Intestinimonas
GPB:bin_000080,5.579486444360095,0.0,2.2290386277185985,2.161704610613537,2.7058280771746768,1.46378298054481,1.6179344709787358,0.0,2.23625659207094,1.181878568601956,0.0,2.203851465398189,3.235212763379986,1.258500036342198,2.086849777504987,2.2212149600639624,1.1596189722426369,2.0512647084951907,0.0,0.0,0.0,1.3455698860470189,0.0,1.592595882832753,1.4946738489618243,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter asaccharolyticus
GPB:bin_000141,13.513192016737316,0.0,0.0,5.234995024490257,0.0,0.0,0.0,0.0,6.287281743475522,0.0,0.0,0.0,0.0,0.0,8.514839981441625,0.0,0.0,6.596522122641771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;unclassified_Lawsonibacter
GPB:bin_000034,8.708666671332816,20.899291289777945,36.06466348901939,6.261077242648288,20.063234092126887,10.434091815808443,35.460319460095484,14.963833458930504,18.209645396027707,56.70183387421774,13.590080389965603,10.06954894673358,9.13503601100278,20.50702372036704,14.26916056762144,15.087214208111789,26.598836418046485,15.000851572142158,13.70257345879052,11.400334562863522,12.421754518581771,19.085909241851933,51.25457185363536,48.499327685738,29.00742462031159,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter sp900545895
GPB:bin_000015,48.77460706473948,23.79304134965228,13.216235099975153,14.458741978019694,7.243396918509059,4.931889105113952,14.613286941946216,16.052200122885612,10.21429657799066,31.74877366911678,23.682911829139936,11.248189399687332,54.58956695952769,31.745267186741977,42.09679276631445,18.79223471440639,13.56264092668104,12.012429397771031,9.957630726136223,23.58027146234168,17.056958837937312,11.402561203990404,28.74471394174506,23.87559520013068,19.37967873695062,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter pullicola
GPB:bin_000137,5.323378023976285,2.2456349813468224,0.0,1.9950708420547552,0.0,0.0,0.0,1.6495211955042277,3.693741878707864,0.0,0.0,0.0,0.0,0.0,2.9975149940365693,0.0,0.0,3.238011545001702,0.0,0.0,1.599245785474075,0.0,3.093063285735665,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter sp019424865
GPB:bin_000217,4.357519318032291,0.0,0.0,1.9370626505435524,0.0,0.0,0.0,0.0,2.5994542808538936,0.0,0.0,0.0,0.0,0.0,2.891736286698746,0.0,0.0,3.4117098753418627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;unclassified_Lawsonibacter
GPB:bin_000211,1.1931132673956129,0.0,0.0,0.6026489043132279,0.0,0.0,0.0,0.0,1.1721080153350798,0.0,0.0,0.0,0.0,0.0,0.7400426882536537,0.0,0.0,0.911224279778994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAJFPI01;unclassified_CAJFPI01
GPB:bin_000186,0.0,0.0,0.0,0.0,0.0,1.77783530555196,0.0,0.0,0.0,1.1963316960626025,0.0,0.0,5.296888731444454,2.866529508341906,0.0,1.820243115401472,1.8146228032527407,0.0,0.0,1.852545717549226,0.0,1.9647248772046952,0.0,0.6958400606766628,0.7171858926758817,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Evtepia;Evtepia gabavorous
GPB:bin_000059,14.28301098941114,28.516953313433262,0.0,12.7285282056777,0.0,0.0,0.0,23.475506110153187,71.06127703290974,60.07011983917178,17.47104157793367,0.0,81.15849805710172,18.58350343704512,18.011871393535174,16.14945587207763,24.047182924343225,14.2529698630644,7.950601225463056,9.865667066717569,26.574577357318084,10.5376749750105,42.13968631273753,15.55566234191846,24.846608188199227,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter avistercoris
GPB:bin_000022,52.05988742759883,19.97198511428727,108.43151097677072,13.629610516159843,60.73336335691413,21.74415101113223,70.95270644951391,8.964763428073223,33.47770829259849,39.339959355978166,22.21690220753453,43.92351038698366,14.761945592143013,20.01341445042423,44.884077992928965,11.344225696125037,11.041599220455357,46.198237370062536,9.463638345134417,9.005511624254352,19.09042974321825,17.829639684976776,73.15278850684506,34.22519929353766,18.823903685207565,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter pullicola
GPB:bin_000085,129.52768725025769,8.058751267114111,0.0,54.701257084266125,0.0,0.0,0.0,14.653554705791771,33.76064352234262,0.0,46.05139058983355,0.0,0.0,4.363171043006145,45.97760746812415,10.827035420622051,2.70503472971224,93.18864955473477,0.0,4.222831955555038,46.863902418593725,41.26498217773892,91.27727936469049,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Pelethomonas;Pelethomonas intestinigallinarum
GPB:bin_000097,1.8841185177101307,2.116570380121546,0.0,0.6652809134376001,0.0,0.0,0.9491443343268922,2.1073111840175702,1.1949990109882611,1.871841130610936,0.8263193075553675,0.0,0.0,0.7335738791768693,2.690896317465948,1.8697948994277367,1.307644037623371,0.9952868475080314,0.0,0.0,1.7976652502199697,0.0,3.3666641657174425,1.413229566676443,1.2439550920462994,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter faecalis
GPB:bin_000123,13.186525389169264,34.65278010045632,72.95889232321416,2.999697139765856,77.31432627099271,55.4653998292077,41.60659836406378,29.691763766562573,7.164761797510778,16.56493590378925,26.312892978030515,32.843259242530294,0.0,0.0,25.357962692651483,0.0,13.83279598911176,7.433699844335363,0.0,0.0,29.10137041954581,0.0,31.94793442876479,0.0,10.63361613585322,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia gallistercoris
GPB:bin_000045,13.010616885964826,0.0,0.0,11.156005790090562,0.0,0.0,0.0,0.0,22.39649339922532,0.0,0.0,0.0,0.0,0.0,6.0725698230227945,0.0,0.0,13.794291434293706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter pullistercoris
GPB:bin_000060,8.934324200978486,0.0,4.932345715536826,8.364185883497969,2.867921388402579,3.52504918898066,3.995674899709951,0.0,7.920707615319898,0.0,0.0,5.963066030480779,0.0,0.0,5.255761687478305,0.0,0.0,8.363597548829677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter sp900755895
GPB:bin_000004,6.164884914616882,33.58445710117225,30.55068073395466,4.965808473299239,25.8744413319586,19.716325321958667,19.17733378604597,28.168959950803288,9.766222263440788,24.97207632336753,27.16137348699421,11.741108538062871,22.56701448981288,5.787926950603802,6.994379163848883,8.570226840776378,25.63188113616764,6.588058158428469,15.675896132948132,5.442992907744031,14.402455105045618,5.496070456361105,32.5025060507783,52.83806943993616,15.719217122496632,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter stercoravium
GPB:bin_000184,21.895339415774984,20.92766270433737,51.711913800656696,6.759363585348808,47.96771041052818,50.31057374899453,35.32299113127847,13.782810826492176,35.60184377980721,30.09551494408149,19.485180458629973,40.03759646364674,35.950805188487806,55.70771753129254,16.201497118727758,35.857092413162576,28.4449920953655,14.54785344118996,10.409678378810012,38.95146012298703,9.734963978602543,28.335323533247085,35.642062911806555,26.102480399583307,21.23653684702517,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter ornithocaccae
GPB:bin_000166,0.0,0.0,33.15700403338503,0.0,17.358574642283685,32.57557801805159,28.563394290787333,0.0,0.0,25.856066791979263,0.0,24.09550244688372,41.6570649999726,24.270387500890525,0.0,12.526630068446982,19.87781336826011,0.0,11.611155104478922,9.453297538867911,0.0,18.15023263205774,0.0,19.1059352685544,22.109241849657764,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA1417;UBA1417 sp900552925
TG2_14:bin_000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.64544462451489,15.257625228604676,0.0,1.556364451212035,0.0,0.0,0.0,5.837127604858197,0.0,4.659499235558316,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Heritagella;Heritagella sp905215105
GPB:bin_000210,0.0,6.258465356923043,14.152859370403355,0.0,9.695764234099189,9.545646911406056,10.144233617243875,4.090819411408566,0.0,0.0,5.3925139386588565,12.056111573529751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.624729033275065,0.0,10.462051605920252,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Gallacutalibacter;Gallacutalibacter pullicola
GPB:bin_000021,24.98497208024392,22.32943271839452,50.08111152929448,14.220335828098804,49.07584963856088,23.37514050908785,41.63644079847144,16.21306153018909,33.32374894726087,19.643476533059697,11.084483747402878,31.425616741118304,52.12963279768544,35.6814765311763,14.511414470183825,8.710041036030281,3.34999405161192,14.385085774500531,7.739763200791528,13.586008512315988,7.831531604774657,8.838535635553091,20.101282685921657,14.762894739898492,10.109921189351162,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Anaeromassilibacillus;Anaeromassilibacillus stercoravium
GPB:bin_000032,13.423730051491802,0.0,0.0,10.487090530621188,0.0,0.0,0.0,0.0,35.62794434503159,0.0,0.0,0.0,0.0,0.0,7.944308512580799,0.0,0.0,12.423437899426652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Caccousia;Caccousia avistercoris
GPB:bin_000156,1.5424650445300787,0.0,0.0,1.004430293489661,0.0,0.0,0.0,0.0,3.067094355573025,0.0,0.0,0.0,0.0,0.0,4.988198393401371,0.0,5.194879584109408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Scatavimonas;Scatavimonas merdipullorum
GPB:bin_000086,4.985529610121742,0.0,3.115506448276233,1.7406887690408968,2.970679593445828,2.999174657528983,2.251386713676862,0.0,4.275273999867822,3.127402445903181,0.0,4.788922889651558,0.0,3.1714360805300634,6.783992352133825,0.0,2.170973458400127,2.5687055340980174,0.0,3.786016516071124,0.0,2.7134401718925547,2.55279809541082,2.9778264137255834,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;unclassified_Acutalibacteraceae;unclassified_Acutalibacteraceae
GPB:bin_000082,5.750882052319162,4.253425724499055,0.0,3.8925768225892847,0.0,0.0,0.0,4.146790313412114,6.733403615116368,0.0,3.021917394536332,0.0,0.0,0.0,5.945039463471692,0.0,0.0,3.3600146758201515,0.0,0.0,2.2694741574384816,0.0,7.628351935459186,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAJFUH01;CAJFUH01 sp904420155
GPB:bin_000204,0.0,2.4541559717036185,0.0,0.0,0.0,0.0,0.0,1.808306724423421,0.0,0.0,1.632806532269926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4607224022508054,0.0,6.83924106486248,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Timburyella;Timburyella stercoris
GPB:bin_000127,0.0,0.0,23.785643236074268,0.0,27.17664878225223,21.6390339675998,29.52928732709297,0.0,0.0,0.0,0.0,30.4922815233356,124.87408751123483,59.21301954315277,0.0,27.21179193063989,0.0,0.0,0.0,27.68802269439025,0.0,40.29090032224829,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Onthovicinus;Onthovicinus excrementipullorum
D300493:bin_000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.53893115201758,0.0,0.0,0.0,0.0,0.0,0.0,59.56668126640942,0.0,31.82150958077532,0.0,0.0,0.0,0.0,54.33264902136864,77.75476347193302,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimenecus;Fimenecus stercoravium
GPB:bin_000133,0.0,31.836314708885144,0.0,0.0,0.0,0.0,0.0,23.62684696495916,0.0,0.0,22.42003897879406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.87497776189278,0.0,35.58019021395062,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Onthovicinus;unclassified_Onthovicinus
GPB:bin_000016,19.12831374840092,3.071008711634058,0.0,7.086634981453181,0.0,0.0,0.0,6.8511838763446935,10.790940673482226,0.0,102.95683510068476,0.0,0.0,0.0,7.771804517046762,0.0,0.0,10.056328110747833,0.0,0.0,3.550776568096972,0.0,25.11761189042289,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Fournierella;Fournierella sp002161595
GPB:bin_000215,3.739196267862096,6.161952139115559,0.0,1.84356348610771,0.0,3.8211619866302495,7.167639727283523,2.423051509553798,0.0,14.537939509447368,4.6779587357915,7.242288398118361,0.0,6.089668574683408,0.0,2.32549087044292,10.863007617120807,4.532985104264237,2.607566763751,1.4542817541402913,2.454869581627459,0.0,20.530860450345823,19.58840250366222,4.410886486225472,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruthenibacterium;Ruthenibacterium lactatiformans
D300418:bin_000001,127.43638318827765,0.0,0.0,35.40540223647096,0.0,0.0,0.0,0.0,49.14273079938092,0.0,0.0,0.0,0.0,0.0,28.03553362411476,0.0,0.0,83.03216685761761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faeciplasma;Faeciplasma gallinarum
TG3_35:bin_000005,65.1332839187315,0.0,0.0,29.38154283317761,0.0,0.0,0.0,0.0,56.4300242488382,0.0,0.0,0.0,0.0,0.0,58.10279772918675,0.0,0.0,52.73106012614274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Merdivicinus;Merdivicinus excrementipullorum
D300481:bin_000002,0.0,28.67594577722408,117.60618536576108,0.0,36.391181986835406,49.7327869663619,88.87274362664125,35.87651433145736,0.0,8.003224383032574,14.470681295799356,46.5897252191218,17.107717574683747,35.70544986480908,0.0,4.002959355963888,2.7140025797775533,0.0,1.7965581727637578,20.949118869723947,16.26042739173373,3.2961809667184294,59.0307634745252,5.124969413436126,5.082826042603609,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Merdivicinus;Merdivicinus intestinigallinarum
D300521:bin_000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.267583663936826,411.7914475160157,0.0,2.593687502516677,0.0,0.0,0.0,78.94471171822418,0.0,8.02683401051923,0.0,50.22597364248036,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium faecigallinarum
D300519:bin_000006,113.1061319048737,0.0,0.0,46.89523394649822,0.0,0.0,0.0,0.0,114.73521273943314,0.0,0.0,0.0,0.0,0.0,223.84792659316665,0.0,0.0,90.23056621813132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger avicola
GPB:bin_000130,33.02405636683191,16.49365280206386,0.0,9.702089479436914,0.0,0.0,0.0,8.204481914932892,27.89925480416934,43.31673116229741,17.887832420997047,22.755882079835857,40.02790149229352,43.56190405869382,36.06922344575599,28.07377897408876,17.94830057089541,28.32074186197152,15.102102233126253,38.77513120078223,12.691766822284052,28.69686382304144,23.34160085651093,31.15614431358861,24.48982445777242,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;Negativibacillus faecipullorum
D300500:bin_000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.1489877982372,9.057046212025805,0.0,73.7357898863191,0.0,0.0,0.0,123.00224736639522,0.0,77.30461481700904,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger stercoravium
GPB:bin_000198,4.2502588010652,0.0,0.0,1.1438915632681728,0.0,0.0,0.0,0.0,2.7077404380779586,0.0,0.0,0.0,0.0,0.0,2.133256942818682,0.0,0.0,1.5188558981037106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Avimicrobium;Avimicrobium caecorum
GPB:bin_000033,8.479640766762875,3.787947172935616,2.8805354001126915,2.919733104883686,7.682318917240665,1.680283568874119,3.019775651713947,4.35267010107747,5.430456056023826,2.867426376734933,4.423519197819762,5.281254671526971,5.020281614019755,7.690770787576325,8.067525844324598,6.322171498223382,1.274852523487,5.045119763577613,0.7783051412669756,1.9597127514000203,5.058746248404494,3.013997332198751,12.442878005588582,2.6808815243264377,1.4765762450697422,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;Anaerotruncus colihominis
GPB:bin_000071,15.73730198030278,0.0,0.0,2.671652340261642,0.0,0.0,0.0,0.0,6.413499832823339,0.0,0.0,0.0,0.0,0.0,6.855883137165276,0.0,0.0,5.243421915802215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Pararuminococcus;Pararuminococcus gallinarum
D300479:bin_000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5998579409791662,0.0,0.0,0.0,0.0,0.0,0.899878700811921,1.9554132550674288,0.0,3.437811147286724,0.0,0.0,1.8539731631980207,0.0,2.377472664790466,1.2919993434631405,Bacteria;Bacillota_A;Clostridia;UBA1381;UBA1381;Ornithomonoglobus;Ornithomonoglobus merdipullorum
